symbol,title,summary,url,time_published,sentiment_score,source
OXY,What the Options Market Tells Us About Occidental Petroleum - Occidental Petroleum  ( NYSE:OXY ) ,"Financial giants have made a conspicuous bullish move on Occidental Petroleum. Our analysis of options history for Occidental Petroleum OXY revealed 9 unusual trades. Delving into the details, we found 77% of traders were bullish, while 22% showed bearish tendencies.",https://www.benzinga.com/insights/options/24/08/40341455/what-the-options-market-tells-us-about-occidental-petroleum,20240813T144550,0.262486,Benzinga
OXY,Is Trending Stock Occidental Petroleum Corporation  ( OXY )  a Buy Now?,"Zacks.com users have recently been watching Occidental (OXY) quite a bit. Thus, it is worth knowing the facts that could determine the stock's prospects.",https://www.zacks.com/stock/news/2321178/is-trending-stock-occidental-petroleum-corporation-oxy-a-buy-now,20240813T130011,0.231431,Zacks Commentary
OXY,"1 Unstoppable Stock Set to Join Nvidia, Apple, Microsoft, Amazon, Alphabet, and Meta in the $1 Trillion Club","Warren Buffett's investment conglomerate, Berkshire Hathaway, could be the first non-technology company in America to join the $1 trillion club.",https://www.fool.com/investing/2024/08/13/1-unstoppable-stock-set-to-join-nvidia-apple-micro/,20240813T080700,0.303879,Motley Fool
OXY,"Berkshire Hathaway Stock Up 19% So Far In 2024: How It Stacks Up Against Warren Buffett's Averages, S&P 500 - Apple  ( NASDAQ:AAPL ) , American Express  ( NYSE:AXP ) ",Legendary investor Warren Buffett has led conglomerate Berkshire Hathaway Inc BRK BRK for decades and produced market-beating returns in many cases. Here's a look at how Berkshire Hathaway stock has performed over the last 25 years and how it's 2024 performance compares to recent years.,https://www.benzinga.com/general/education/24/08/40317667/berkshire-hathaway-stock-up-19-so-far-in-2024-how-it-stacks-up-against-warren-buffetts-averages,20240812T153933,0.309332,Benzinga
OXY,This Is What Whales Are Betting On Occidental Petroleum - Occidental Petroleum  ( NYSE:OXY ) ,"Investors with a lot of money to spend have taken a bearish stance on Occidental Petroleum OXY. We noticed this today when the trades showed up on publicly available options history that we track here at Benzinga. Whether these are institutions or just wealthy individuals, we don't know.",https://www.benzinga.com/insights/options/24/08/40317111/this-is-what-whales-are-betting-on-occidental-petroleum,20240812T151550,0.212818,Benzinga
OXY,Prediction: 2 Stocks Warren Buffett Is Selling That Wall Street Doesn't Know About,"A big clue from Berkshire Hathaway's latest operating results strongly suggest he's paring down one of his top holdings, and may have completely exited his stake in another key value stock.",https://www.fool.com/investing/2024/08/12/prediction-2-stocks-warren-buffett-selling-wall-st/,20240812T090600,0.151458,Motley Fool
OXY,This Top Warren Buffett Stock Is Delivering Impressive Results,Occidental Petroleum is a well-oiled machine.,https://www.fool.com/investing/2024/08/11/this-top-warren-buffett-stock-is-delivering-impres/,20240811T100100,0.345082,Motley Fool
OXY,Prediction: These Will Be Warren Buffett's Top-5 Stocks in 2025,There could be a game of musical chairs with Buffett's top-five holdings.,https://www.fool.com/investing/2024/08/10/prediction-these-will-be-warren-buffetts-top-5-sto/,20240810T095100,0.301693,Motley Fool
OXY,Warren Buffett's Latest $345 Million Buy Brings His Total Investment in This Stock to Almost $78 Billion in 6 Years,The aptly named Oracle of Omaha has purchased shares of his favorite stock for 24 consecutive quarters.,https://www.fool.com/investing/2024/08/09/warren-buffett-latest-buy-78-billion-in-6-years/,20240809T090600,0.289133,Motley Fool
OXY,What's Going On With Occidental Petroleum Corporation Shares Thursday? - Occidental Petroleum  ( NYSE:OXY ) ,Occidental Petroleum Corporation OXY stock is trading higher on Thursday. The company reported 2024 fiscal year second quarter earnings after the market closed on Wednesday. The Details: The company reported adjusted EPS of $1.03 beating analysts estimate of 77 cents and sales of $6.82 billion ...,https://www.benzinga.com/news/24/08/40261276/whats-going-on-with-occidental-petroleum-corporation-shares-thursday,20240808T164817,0.160966,Benzinga
OXY,Murphy Oil  ( MUR )  Earnings Beat in Q2 on Strong Production,Murphy Oil's (MUR) second-quarter earnings are better than estimates. The company continues to reduce its debts and raise shareholder value through buybacks.,https://www.zacks.com/stock/news/2319479/murphy-oil-mur-earnings-beat-in-q2-on-strong-production,20240808T161700,0.168471,Zacks Commentary
OXY,"Occidental  ( OXY )  Q2 Earnings Surpass Estimates, Revenues Lag",Occidental Petroleum's (OXY) second-quarter earnings are better than estimated. Strong production volume from domestic assets continues to drive the performance of the company.,https://www.zacks.com/stock/news/2319366/occidental-oxy-q2-earnings-surpass-estimates-revenues-lag,20240808T151900,0.151049,Zacks Commentary
OXY,Occidental Petroleum  ( OXY )  Beats Q2 Earnings Estimates,"Occidental (OXY) delivered earnings and revenue surprises of 33.77% and 4.14%, respectively, for the quarter ended June 2024. Do the numbers hold clues to what lies ahead for the stock?",https://www.zacks.com/stock/news/2318408/occidental-petroleum-oxy-beats-q2-earnings-estimates,20240807T213008,0.18498,Zacks Commentary
OXY,"Occidental Petroleum Q2 Earnings Highlights: Warren Buffett Favorite Beats Revenue, EPS Estimates - Occidental Petroleum  ( NYSE:OXY ) ","Oil stock Occidental Petroleum OXY reported second-quarter financial results after market close Wednesday. What Happened: Occidental reported second-quarter revenue of $6.82 billion, which beat a Street consensus estimate of $6.80 billion according to data from Benzinga Pro.",https://www.benzinga.com/news/earnings/24/08/40234994/occidental-petroleum-q2-earnings-highlights-warren-buffett-favorite-beats-revenue-eps-estimates,20240807T204145,0.286391,Benzinga
OXY,Occidental Petroleum  ( OXY )  technical analysis: Ready For A Move Higher? - Occidental Petroleum  ( NYSE:OXY ) ,"Occidental Petroleum Corp OXY shares are oversold. They are also at support. And stocks that are oversold and at support tend to rally. That's why our team of trading experts has identified it as our Stock of the Day. Most of the time, a stock stays within its typical or average trading range.",https://www.benzinga.com/trading-ideas/long-ideas/24/08/40227137/stock-of-the-day-has-the-stage-been-set-for-occidental-petroleum-to-move-higher,20240807T162131,0.231714,Benzinga
OXY,Investors Await Initial Jobless Claims Report,"U.S. stock futures are trying to hold on to yesterday's rebound after three straight sessions of bloodbath. Currently, the S&P 500 is up +56 points, the Nasdaq is +233 points, and the Dow is +313 points.",https://www.zacks.com/stock/news/2318168/investors-await-initial-jobless-claims-report,20240807T143200,-0.07441,Zacks Commentary
OXY,Pre-Markets in the Green as Rebound Continues,U.S. stock futures are trying to hold on to yesterday???s rebound after three straight sessions of bloodbath.,https://www.zacks.com/stock/news/2318147/pre-markets-in-the-green-as-rebound-continues,20240807T140200,-0.067019,Zacks Commentary
OXY,One Of Warren Buffett's Top Stock Just Made A Death Cross Ahead Of Q2 Earnings - Occidental Petroleum  ( NYSE:OXY ) ,"Occidental Petroleum Corp OXY, one of Warren Buffett's major holdings, has just made a death cross - a bearish technical indicator - right before its second-quarter earnings report Wednesday.",https://www.benzinga.com/news/earnings/24/08/40196554/warren-buffetts-oil-bet-hits-slick-patch-death-cross-looms-over-occidental-before-q2-earnings,20240806T164027,-0.101953,Benzinga
OXY,Should You Buy Energy Transfer  ( ET )  Ahead of Q2 Earnings Report?,Energy Transfer's (ET) second-quarter performance is likely to have gained from contributions of its widespread organic and acquired assets.,https://www.zacks.com/stock/news/2317122/should-you-buy-energy-transfer-et-ahead-of-q2-earnings-report,20240806T132200,0.283608,Zacks Commentary
OXY,"ONEOK  ( OKE )  Q2 Earnings Top Estimates, Revenues Miss",ONEOK's (OKE) second-quarter 2024 earnings and revenues increase year over year. Adjusted EBITDA also increases during the same period.,https://www.zacks.com/stock/news/2316787/oneok-oke-q2-earnings-top-estimates-revenues-miss,20240806T115700,0.193574,Zacks Commentary
OXY,Constellation Energy  ( CEG )  Q2 Earnings Surpass Estimates,Constellation Energy's (CEG) second-quarter 2024 earnings and revenues increase year over year. Total operating expenses decrease during the same period.,https://www.zacks.com/stock/news/2316782/constellation-energy-ceg-q2-earnings-surpass-estimates,20240806T115600,0.177687,Zacks Commentary
OXY,Warren Buffett's Unprecedented $132 Billion Warning to Wall Street Can't Be Ignored Any Longer,A once-silent warning from the Oracle of Omaha has now become deafening.,https://www.fool.com/investing/2024/08/06/warren-buffett-132-billion-warning-to-wall-street/,20240806T080600,0.147178,Motley Fool
OXY,"Should You Buy or Hold Occidental Ahead of Q2 Earnings? - ConocoPhillips  ( NYSE:COP ) , EOG Resources  ( NYSE:EOG ) ","Occidental Petroleum Corporation OXY is expected to report an improvement in its top and bottom lines when it reports second-quarter 2024 results on Aug 7, after market close. The Zacks Consensus Estimate for OXY's second-quarter revenues is pegged at $7.18 billion, indicating a 6.6% increase ...",https://www.benzinga.com/news/earnings/24/08/40163360/should-you-buy-or-hold-occidental-ahead-of-q2-earnings,20240805T172740,0.317656,Benzinga
OXY,Decoding Occidental Petroleum's Options Activity: What's the Big Picture? - Occidental Petroleum  ( NYSE:OXY ) ,"Deep-pocketed investors have adopted a bearish approach towards Occidental Petroleum OXY, and it's something market players shouldn't ignore. Our tracking of public options records at Benzinga unveiled this significant move today.",https://www.benzinga.com/insights/options/24/08/40167400/decoding-occidental-petroleums-options-activity-whats-the-big-picture,20240805T171533,0.221923,Benzinga
OXY,Should You Buy or Hold Occidental  ( OXY )  Ahead of Q2 Earnings?,Occidental's (OXY) second-quarter earnings are likely to have benefited from strong domestic production volumes and contribution from chemical business.,https://www.zacks.com/stock/news/2315974/should-you-buy-or-hold-occidental-oxy-ahead-of-q2-earnings,20240805T133100,0.303946,Zacks Commentary
OXY,Here are 4 things we're watching closely in the stock market this week,"Expect earnings reports, and CEO commentaries, to drive the market action.",https://www.cnbc.com/2024/08/04/here-are-4-things-were-watching-closely-in-the-stock-market-this-week.html,20240804T135944,0.007224,CNBC
OXY,What Is the Dividend Payout for Occidental Petroleum?,Strong free cash flow underpins this energy company's dividend payments.,https://www.fool.com/investing/2024/08/03/what-is-the-dividend-payout-for-occidental-petrole/,20240803T143000,0.370637,Motley Fool
OXY,Warren Buffett Doesn't Understand Artificial Intelligence  ( AI ) . But It Could Soon Make Him a Boatload of Money.,The legendary investor doesn't have to know much about AI to profit from it.,https://www.fool.com/investing/2024/08/03/warren-buffett-doesnt-understand-ai/,20240803T095000,0.354089,Motley Fool
OXY,Berry Petroleum  ( BRY )  Reports Next Week: Wall Street Expects Earnings Growth,Berry Petroleum (BRY) possesses the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,https://www.zacks.com/stock/news/2315313/berry-petroleum-bry-reports-next-week-wall-street-expects-earnings-growth,20240802T140012,0.168029,Zacks Commentary
OXY,What's Going On With Occidental Petroleum Shares Friday? - Occidental Petroleum  ( NYSE:OXY ) ,"Occidental Petroleum Corporation OXY shares are trading lower on the heels of a buyout of oil and gas producer CrownRock, L.P. The company opened Friday at $58.55 a share, down 1.40%. In December, the company inked a deal to acquire CrownRock for cash and stock in a transaction valued at about ...",https://www.benzinga.com/markets/equities/24/08/40131532/whats-going-on-with-occidental-petroleum-shares-friday,20240802T133723,0.38256,Benzinga
OXY,"Zacks Industry Outlook Highlights ConocoPhillips, Occidental Petroleum and Marathon Oil","ConocoPhillips, Occidental Petroleum and Marathon Oil are part of the Zacks Industry Outlook article.",https://www.zacks.com/stock/news/2315323/zacks-industry-outlook-highlights-conocophillips-occidental-petroleum-and-marathon-oil,20240802T130400,0.327796,Zacks Commentary
OXY,Occidental Petroleum Corporation  ( OXY )  is Attracting Investor Attention: Here is What You Should Know,"Occidental (OXY) has been one of the stocks most watched by Zacks.com users lately. So, it is worth exploring what lies ahead for the stock.",https://www.zacks.com/stock/news/2315073/occidental-petroleum-corporation-oxy-is-attracting-investor-attention-here-is-what-you-should-know,20240802T130011,0.217745,Zacks Commentary
OXY,3 Stocks to Watch From the Solid Integrated US Energy Industry,"Integrated players' midstream operations remain robust due to steady fee-based revenues derived from pipeline assets, improving the prospects for the Zacks Oil & Gas US Integrated industry. ConocoPhillips (COP), Occidental (OXY) and Marathon Oil (MRO) are likely to gain.",https://www.zacks.com/commentary/2314008/3-stocks-to-watch-from-the-solid-integrated-us-energy-industry,20240801T123300,0.360817,Zacks Commentary
OXY,Occidental Petroleum  ( OXY )  Reports Next Week: Wall Street Expects Earnings Growth,Occidental (OXY) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,https://www.zacks.com/stock/news/2313097/occidental-petroleum-oxy-reports-next-week-wall-street-expects-earnings-growth,20240731T140119,0.159626,Zacks Commentary
