symbol,title,summary,url,time_published,sentiment_score,source
XOM,ExxonMobil  ( XOM )  Resumes Joliet Refinery After 3-Week Outage,"ExxonMobil (XOM) has begun resuming its Joliet, IL, refinery after a three-week shutdown due to a power outage, tightening heavy crude discounts and easing fuel shortages across four states.",https://www.zacks.com/stock/news/2321145/exxonmobil-xom-resumes-joliet-refinery-after-3-week-outage,20240813T115300,0.090372,Zacks Commentary
XOM,Exxon Mobil Reduces Staff After Pioneer Merger: Report - Exxon Mobil  ( NYSE:XOM ) ,Exxon Mobil Corporation XOM shares are trading lower premarket Tuesday. The company reportedly issued layoff notices to 59 employees as part of a workforce restructure following its $60 billion acquisition of Pioneer Natural Resources.,https://www.benzinga.com/markets/equities/24/08/40335015/exxon-mobil-reduces-staff-after-pioneer-merger-report,20240813T114957,0.070073,Benzinga
XOM,"Tesla's Elon Musk Warns Against Vilifying Oil And Gas Industry In Trump Interview, Cautions Against Rushing With Sustainable Energy Transition: 'It's Not Like The House Is On Fire Immediately' - United States Oil Fund  ( ARCA:USO ) ","Tesla, Inc. TSLA CEO Elon Musk, who is running a company that aims to move humanity toward a sustainable energy future and away from internal combustion engine ( ICE ) vehicles, batted for the oil and gas industry in an X interview with Republican presidential candidate Donald Trump late Monday.",https://www.benzinga.com/markets/equities/24/08/40333362/teslas-elon-musk-warns-against-vilifying-oil-and-gas-industry-in-trump-interview-cautions-agains,20240813T110018,0.180747,Benzinga
XOM,3 Hartford Mutual Funds to Enhance Your Portfolio,"Invests in Hartford mutual funds like HRLTX, HIADX and HILTX for a human-centric investment approach.",https://www.zacks.com/stock/news/2321050/3-hartford-mutual-funds-to-enhance-your-portfolio,20240813T105700,0.252997,Zacks Commentary
XOM,3 Energy Mutual Funds for Outstanding Returns,"Below, we share with you three top-ranked energy mutual funds. Each has earned a Zacks Mutual Fund Rank #1.",https://www.zacks.com/stock/news/2321046/3-energy-mutual-funds-for-outstanding-returns,20240813T105200,0.343715,Zacks Commentary
XOM,Is Invesco FTSE RAFI US 1000 ETF  ( PRF )  a Strong ETF Right Now?,Smart Beta ETF report for PRF ...,https://www.zacks.com/stock/news/2321028/is-invesco-ftse-rafi-us-1000-etf-prf-a-strong-etf-right-now,20240813T102006,0.262092,Zacks Commentary
XOM,"ExxonMobil Is a Rock-Solid Dividend Stock, but So Are These High-Yield Stocks That Are Down Between 4% and 15% Over the Last Year","Boost your passive income stream with these oil, gas, and renewable energy stocks.",https://www.fool.com/investing/2024/08/13/exxonmobil-buy-dividend-stock-passive-income/,20240813T094500,0.345993,Motley Fool
XOM,"N-Butyl Acetate Market Size & Share to Surpass USD 1.7 billion by 2034, at a CAGR 3.0% - Transparency Market Research, Inc.","Wilmington, Delaware, United States, Transparency Market Research Inc. -, Aug. 13, 2024 ( GLOBE NEWSWIRE ) -- The global n-butyl acetate market ( سوق خلات بوتيل ن ) is estimated to rise at a CAGR of 3.0% from 2024 to 2034.",https://www.benzinga.com/pressreleases/24/08/g40331090/n-butyl-acetate-market-size-share-to-surpass-usd-1-7-billion-by-2034-at-a-cagr-3-0-transparency-ma,20240813T084400,0.301501,Benzinga
XOM,Market Momentum: Your Weekly Financial Forecast,"During the week of August 5 through August 9, 2024, the U.S. financial markets were characterized by notable volatility as the VIX tagged 65+ in a scramble for protection and a mixed performance across various sectors. /NQ was down over 5% in pre-market/globex before the Monday cash open.",https://www.benzinga.com/markets/24/08/40317664/market-momentum-your-weekly-financial-forecast,20240812T153923,0.159893,Benzinga
XOM,SAP Stock Up 50% in the Past Year: Will the Momentum Last?,"SAP's performance is driven by continued strength in its cloud business. However, global macroeconomic weakness and tough competition in the cloud space remain concerning.",https://www.zacks.com/stock/news/2320617/sap-stock-up-50-in-the-past-year-will-the-momentum-last,20240812T123800,0.158591,Zacks Commentary
XOM,"Equinor  ( EQNR )  Exits Suriname, Cuts International Footprint","Equinor's (EQNR) decision to exit Suriname aligns with the company's broader objective to focus on a few core production areas, such as Norway, the Gulf of Mexico and Brazil.",https://www.zacks.com/stock/news/2320571/equinor-eqnr-exits-suriname-cuts-international-footprint,20240812T122300,0.194464,Zacks Commentary
XOM,"These Were the 5 Biggest Companies in 2004, and Here Are the 5 Biggest Companies Now",A lot has changed in the stock market in 20 years.,https://www.fool.com/investing/2024/08/12/these-were-the-5-biggest-companies-in-2004-and-her/,20240812T104500,0.165572,Motley Fool
XOM,Is WisdomTree U.S. High Dividend ETF  ( DHS )  a Strong ETF Right Now?,Smart Beta ETF report for ...,https://www.zacks.com/stock/news/2320403/is-wisdomtree-us-high-dividend-etf-dhs-a-strong-etf-right-now,20240812T102006,0.249439,Zacks Commentary
