symbol,title,summary,url,time_published,sentiment_score,source
AMZN,Shopify Gains 21.5% in a Month: How Should You Play SHOP Stock?,"Shopify (SHOP) is an attractive stock over the long term, given its expanding merchant base and strong partner base.",https://www.zacks.com/stock/news/2325900/shopify-gains-215-in-a-month-how-should-you-play-shop-stock,20240822T160800,0.259073,Zacks Commentary
AMZN,4 Cheap Stocks to Buy With Big Upside,All 4 of these companies appear undervalued ...,https://www.fool.com/investing/2024/08/22/4-cheap-stocks-to-buy-with-big-upside/,20240822T141900,0.180791,Motley Fool
AMZN,2 Warren Buffett Stocks That Are Screaming Buys Right Now,"These stocks are primed to provide long-term, cash-flow growth.",https://www.fool.com/investing/2024/08/22/2-warren-buffett-stocks-that-are-screaming-buys/,20240822T134500,0.379044,Motley Fool
AMZN,Amazon Web Services Commits Over $6B To Malaysia With New Cloud Region - Amazon.com  ( NASDAQ:AMZN ) ,"Amazon.com, Inc.'s AMZN Amazon Web Services ( AWS ) plans to invest $6.2 billion ( about MYR 29.2 billion ) in Malaysia through 2038. The new AWS Region in Malaysia is expected to contribute around $12.1 billion ( MYR 57.3 billion ) to the country's GDP and support over 3,500 full-time ...",https://www.benzinga.com/markets/equities/24/08/40507491/amazon-web-services-commits-over-6b-to-malaysia-with-new-cloud-region,20240822T132822,0.169261,Benzinga
AMZN,Prediction: Nvidia's Big Stock Pullback Will Lead to Even Bigger Gains by Year's End,The pullback is good news.,https://www.fool.com/investing/2024/08/22/prediction-nvidias-big-stock-pullback-will-lead-to/,20240822T105000,0.201511,Motley Fool
AMZN,Nasdaq Sell-Off: 2 Unstoppable Growth Stocks to Buy Right Now,These companies have delivered stellar gains in recent years but are likely nowhere near hitting their ceilings.,https://www.fool.com/investing/2024/08/22/nasdaq-sell-off-2-unstoppable-growth-stocks-to-buy/,20240822T095700,0.274961,Motley Fool
AMZN,Billionaire Ken Griffin Nearly Doubled His Stake in Apple Stock in Q2. Here's Why It Could Pay Off Big Time.,Griffin's optimism about Apple could make him even wealthier.,https://www.fool.com/investing/2024/08/22/billionaire-ken-griffin-doubled-stake-apple/,20240822T095000,0.131209,Motley Fool
AMZN,"Did Amazon Just Say ""Checkmate"" to Alphabet?",Amazon just took its relationship with TikTok and other social media platforms to another level.,https://www.fool.com/investing/2024/08/22/did-amazon-just-say-checkmate-to-alphabet/,20240822T094500,0.18368,Motley Fool
AMZN,"Forget the Fed: Thanks to Nvidia, Aug. 28 Might be an Even Bigger Day for the Stock Market","Investors are expecting the Federal Reserve to cut interest rates in September, but Nvidia's upcoming earnings report might be an even bigger event.",https://www.fool.com/investing/2024/08/22/forget-fed-thanks-nvidia-aug-28-day-stock-market/,20240822T085100,0.074846,Motley Fool
AMZN,2 Artificial Intelligence  ( AI )  Stocks That Could Help Make You a Fortune,These companies are on growth paths that could deliver major gains in the coming years.,https://www.fool.com/investing/2024/08/22/2-artificial-intelligence-ai-stocks-that-could-hel/,20240822T081200,0.283632,Motley Fool
AMZN,"Amazon: Buy, Sell, or Hold?",Will Amazon's shares continue to outperform the market?,https://www.fool.com/investing/2024/08/21/amazon-buy-sell-or-hold/,20240821T221500,0.441545,Motley Fool
AMZN,"Jeff Bezos 'Has No Plans' To Buy NBA's Boston Celtics, Could NFL Team Ownership Still Be In The Cards? - Amazon.com  ( NASDAQ:AMZN ) ","After winning the NBA Championship, the Boston Celtics were put up for sale. But don't count on billionaire Jeff Bezos placing a bid. Podcaster Bill Simmons was the man behind the Bezos report on the bid for the Celtics. But sources close to Bezos told The Information there is ""zero truth"" in ...",https://www.benzinga.com/m-a/24/08/40495264/jeff-bezos-has-no-plans-to-buy-nbas-boston-celtics-could-nfl-team-ownership-still-be-in-the-cards,20240821T204531,0.13878,Benzinga
AMZN,"Amazon Could Score Another Video Game-Inspired Hit After Fallout: New Series Adapts Pac-Man, Dungeons & Dragons, Mega Man And More - Amazon.com  ( NASDAQ:AMZN ) ","Amazon.com Inc AMZN could have another video game adaptation hit with ""Secret Level"" unveiled Tuesday and drawing early comparisons to its ""Fallout"" series adaptation that generated strong viewership and reviews.",https://www.benzinga.com/general/entertainment/24/08/40491446/amazon-could-score-another-video-game-inspired-hit-after-fallout-new-series-adapts-pac-man-,20240821T172009,0.284938,Benzinga
AMZN,Pinterest  ( PINS )  Shows Downtrend in Estimates: Reason to Worry?,Pinterest (PINS) appears to be lurking in the forsaken territory and investors could be better off if they avoid this stock.,https://www.zacks.com/stock/news/2325070/pinterest-pins-shows-downtrend-in-estimates-reason-to-worry,20240821T141900,0.291607,Zacks Commentary
AMZN,3 Red Flags for Snowflake's Future,It's hard to love the cloud-based data warehouse company right now.,https://www.fool.com/investing/2024/08/21/3-red-flags-for-snowflakes-future/,20240821T093500,-0.007265,Motley Fool
AMZN,2 Artificial Intelligence  ( AI )  Stocks to Buy After a Tech Market Sell-Off,These companies have enjoyed significant growth from AI and likely have much more to offer investors in the coming years.,https://www.fool.com/investing/2024/08/21/2-artificial-intelligence-ai-stocks-to-buy-after-a/,20240821T092000,0.177188,Motley Fool
